time,vx,error_vx,duty_cycle
0.0,0.15603573170731708,0.4,1.0
0.01,0.21132537344380534,0.3439642682926829,1.0
0.02,0.2658783336151715,0.2886746265561947,1.0
0.03,0.31548245399106734,0.2341216663848285,0.936486665539314
0.04,0.3514095469407927,0.18451754600893266,0.7380701840357307
0.05,0.3775938172948225,0.14859045305920732,0.5943618122368293
0.06,0.3967636893645614,0.1224061827051775,0.48962473082071
0.07,0.41084437611166624,0.10323631063543859,0.41294524254175435
0.08,0.4212117999515577,0.08915562388833376,0.35662249555333503
0.09,0.42885865253910976,0.07878820004844228,0.3151528001937691
0.1,0.43450616619983146,0.07114134746089024,0.28456538984356095
0.11,0.4386810718752866,0.06549383380016854,0.2619753352006742
0.12,0.44176953390672485,0.0613189281247134,0.2452757124988536
0.13,0.4440554704345507,0.058230466093275146,0.23292186437310058
0.14,0.44574806694232216,0.05594452956544932,0.22377811826179728
0.15,0.447001688851259,0.05425193305767784,0.21700773223071135
0.16,0.44793038021217274,0.052998311148740984,0.21199324459496394
0.17,0.4486184684724358,0.05206961978782726,0.20827847915130904
0.18,0.4491283475553753,0.051381531527564195,0.20552612611025678
0.19,0.449506204591828,0.050871652444624715,0.20348660977849886
0.2,0.4497862416125577,0.050493795408172004,0.20197518163268802
0.21,0.44999379214336155,0.0502137583874423,0.2008550335497692
0.22,0.45014762440145534,0.05000620785663845,0.2000248314265538
0.23,0.45026164471279395,0.04985237559854466,0.19940950239417865
0.24,0.4503461580714422,0.04973835528720605,0.1989534211488242
0.25,0.4504088013782769,0.04965384192855782,0.19861536771423127
0.26,0.4504552345731173,0.04959119862172312,0.19836479448689248
0.27,0.4504896525905343,0.049544765426882686,0.19817906170753075
0.28,0.4505151646576282,0.049510347409465694,0.19804138963786277
0.29,0.45053407534481377,0.0494848353423718,0.1979393413694872
0.3,0.4505480928380349,0.04946592465518623,0.19786369862074493
0.31,0.4505584832896159,0.049451907161965125,0.1978076286478605
0.32,0.45056618521399505,0.049441516710384104,0.19776606684153641
0.33,0.4505718942744281,0.04943381478600495,0.1977352591440198
0.34,0.4505761261262002,0.04942810572557188,0.19771242290228752
0.35000000000000003,0.4505792629965102,0.04942387387379982,0.19769549549519927
0.36,0.4505815882104034,0.04942073700348981,0.19768294801395925
0.37,0.4505833117823811,0.049418411789596606,0.19767364715838642
0.38,0.45058458938580176,0.04941668821761891,0.19766675287047564
0.39,0.45058553641376026,0.04941541061419824,0.19766164245679296
0.4,0.4505862384016248,0.04941446358623974,0.19765785434495897
0.41000000000000003,0.450586758752704,0.04941376159837518,0.19765504639350073
0.42,0.45058714446488357,0.049413241247296014,0.19765296498918405
0.43,0.45058743037549487,0.04941285553511643,0.19765142214046572
0.44,0.45058764230782655,0.04941256962450513,0.19765027849802053
0.45,0.4505877994034818,0.04941235769217345,0.1976494307686938
0.46,0.45058791585124297,0.049412200596518185,0.19764880238607274
0.47000000000000003,0.45058800216859735,0.04941208414875703,0.19764833659502812
0.48,0.45058806615167185,0.049411997831402654,0.19764799132561062
0.49,0.45058811357937506,0.04941193384832815,0.1976477353933126
0.5,0.4505881487353451,0.04941188642062494,0.19764754568249976
0.51,0.4505881747948452,0.049411851264654916,0.19764740505861966
0.52,0.45058819411155154,0.0494118252051548,0.1976473008206192
0.53,0.45058820843013564,0.04941180588844846,0.19764722355379383
0.54,0.45058821904384216,0.04941179156986436,0.19764716627945744
0.55,0.4505882269112937,0.049411780956157836,0.19764712382463134
0.56,0.4505882327430729,0.04941177308870631,0.19764709235482525
0.5700000000000001,0.4505882370659021,0.049411767256927086,0.19764706902770834
0.58,0.45058824027021616,0.04941176293409788,0.19764705173639152
0.59,0.4505882426454265,0.049411759729783844,0.19764703891913538
0.6,0.4505882444060605,0.04941175735457348,0.19764702941829393
