time,vx,error_vx,duty_cycle
0.0,0.06999999999999999,0.5,1.0
0.01,0.1264349475609756,0.43,1.0
0.02,0.1821187769095949,0.3735650524390244,1.0
0.03,0.2370609520611342,0.3178812230904051,1.0
0.04,0.29127083226831,0.2629390479388658,1.0
0.05,0.3447576727798153,0.20872916773168998,1.0
0.06,0.39753062560541796,0.15524232722018472,1.0
0.07,0.4495987402871501,0.10246937439458204,1.0
0.08,0.5009709646761273,0.05040125971284992,1.0
0.09,0.4883153939035403,-0.0009709646761273394,0.0
0.1,0.49569698157585923,0.011684606096459715,0.3154843646044123
0.11,0.49040902786493906,0.00430301842414077,0.11618149745180079
0.12,0.49419319090605374,0.009590972135060938,0.2589562476466453
0.13,0.4914831279828861,0.0058068090939462635,0.15678384553654912
0.14,0.493422919823635,0.008516872017113875,0.2299555444620746
0.15,0.4920339316547557,0.006577080176364991,0.17758116476185476
0.16,0.4930282422750392,0.007966068345244326,0.2150838453215968
0.17,0.49231632174393963,0.006971757724960781,0.18823745857394109
0.18,0.4928259805028228,0.007683678256060367,0.2074593129136299
0.19,0.4924610824952344,0.00717401949717722,0.19369852642378493
0.2,0.4927223178682573,0.0075389175047655965,0.2035507726286711
0.21,0.49253528624743925,0.00727768213174268,0.19649741755705236
0.22,0.4926691866678718,0.007464713752560748,0.2015472713191402
0.23,0.4925733215946046,0.007330813332128205,0.19793195996746155
0.24,0.49264195421767965,0.007426678405395404,0.2005203169456759
0.25,0.4925928174353176,0.007358045782320355,0.19866723612264958
0.26,0.49262799603816554,0.007407182564682424,0.19999392924642545
0.27,0.49260281036877007,0.007372003961834461,0.19904410696953045
0.28,0.49262084163535497,0.007397189631229928,0.19972412004320805
0.29,0.49260793239973544,0.007379158364645033,0.1992372758454159
0.3,0.4926171745644883,0.0073920676002645624,0.19958582520714319
0.31,0.49261055776944135,0.0073828254355117195,0.19933628675881643
0.32,0.4926152949625401,0.007389442230558652,0.1995149402250836
0.33,0.49261190343848116,0.0073847050374599155,0.19938703601141772
0.34,0.49261433154885054,0.007388096561518842,0.19947860716100874
0.35000000000000003,0.4926125931791058,0.007385668451149463,0.1994130481810355
0.36,0.4926138377388107,0.007387406820894227,0.19945998416414412
0.37,0.49261294671476524,0.007386162261189322,0.1994263810521117
0.38,0.4926135846300905,0.007387053285234757,0.19945043870133844
0.39,0.4926131279241061,0.007386415369909527,0.19943321498755723
0.4,0.4926134548959297,0.007386872075893891,0.19944554604913506
0.41000000000000003,0.49261322080532427,0.0073865451040702745,0.1994367178098974
0.42,0.49261338839899765,0.00738677919467573,0.1994430382562447
0.43,0.4926132684128058,0.007386611601002346,0.19943851322706335
0.44,0.492613354315129,0.007386731587194217,0.19944175285424387
0.45,0.4926132928146418,0.007386645684871018,0.1994394334915175
0.46,0.49261333684499786,0.007386707185358221,0.19944109400467197
0.47000000000000003,0.4926133053221212,0.007386663155002138,0.19943990518505772
0.48,0.49261332789045437,0.00738669467787878,0.19944075630272706
0.49,0.49261331173299294,0.007386672109545633,0.1994401469577321
0.5,0.49261332330068636,0.007386688267007058,0.19944058320919056
0.51,0.4926133150189688,0.0073866766993136435,0.19944027088146837
0.52,0.492613320948141,0.007386684981031177,0.1994404944878418
0.53,0.4926133167032386,0.007386679051859024,0.19944033440019365
0.54,0.49261331974231315,0.007386683296761398,0.19944044901255775
0.55,0.49261331756653304,0.007386680257686851,0.19944036695754497
0.56,0.4926133191242504,0.007386682433466962,0.19944042570360798
0.5700000000000001,0.49261331800902586,0.007386680875749618,0.1994403836452397
0.58,0.49261331880745424,0.007386681990974142,0.19944041375630184
0.59,0.4926133182358313,0.007386681192545763,0.1994403921987356
0.6,0.49261331864507624,0.007386681764168679,0.19944040763255433
0.61,0.49261331835208344,0.007386681354923763,0.1994403965829416
0.62,0.49261331856184726,0.00738668164791656,0.19944040449374711
0.63,0.49261331841167,0.007386681438152742,0.19944039883012404
0.64,0.49261331851918716,0.007386681588330002,0.19944040288491005
0.65,0.49261331844221184,0.00738668148081284,0.19944039998194668
0.66,0.49261331849732115,0.007386681557788155,0.1994404020602802
0.67,0.4926133184578665,0.007386681502678849,0.19944040057232892
0.68,0.49261331848611345,0.007386681542133511,0.1994404016376048
0.6900000000000001,0.49261331846589046,0.0073866815138865505,0.19944040087493686
0.7000000000000001,0.4926133184803688,0.00738668153410954,0.1994404014209576
0.71,0.4926133184700033,0.0073866815196311775,0.1994404010300418
0.72,0.4926133184774243,0.007386681529996719,0.19944040130991142
0.73,0.4926133184721114,0.007386681522575711,0.1994404011095442
0.74,0.49261331847591505,0.007386681527888628,0.19944040125299295
0.75,0.4926133184731919,0.007386681524084948,0.1994404011502936
0.76,0.49261331847514145,0.007386681526808103,0.1994404012238188
