time,vx,error_vx,duty_cycle
0.0,0.06649999999999999,0.5,0.95
0.01,0.1107928996829268,0.4335,0.82365
0.02,0.14883317195049167,0.3892071003170732,0.739493490602439
0.03,0.18158230594238867,0.35116682804950833,0.6672169732940658
0.04,0.2098346154279604,0.31841769405761133,0.6049936187094616
0.05,0.23425094503459265,0.2901653845720396,0.5513142306868752
0.06,0.25538449692123394,0.26574905496540735,0.504923204434274
0.07,0.27370087096991247,0.24461550307876606,0.4647694558496555
0.08,0.28959379489095427,0.22629912903008753,0.4299683451571663
0.09,0.3033976017521113,0.21040620510904573,0.39977178970718685
0.1,0.3153972231530742,0.19660239824788872,0.37354455667098857
0.11,0.3258362634286688,0.18460277684692578,0.35074527600915895
0.12,0.3349235760471204,0.17416373657133122,0.3309110994855293
0.13,0.34283865950483255,0.16507642395287958,0.3136452055104712
0.14,0.3497361143170039,0.15716134049516745,0.2986065469408181
0.15,0.35574934690940263,0.1502638856829961,0.28550138279769255
0.16,0.3609936646630026,0.14425065309059737,0.274076240872135
0.17,0.3655688751086089,0.1390063353369974,0.2641120371402951
0.18,0.3695614785396282,0.13443112489139109,0.2554191372936431
0.19,0.37304652513463704,0.13043852146037183,0.24783319077470645
0.2,0.3760891936391413,0.12695347486536296,0.2412116022441896
0.21,0.37874613771869114,0.12391080636085872,0.23543053208563156
0.22,0.3810666375097089,0.12125386228130886,0.23038233833448682
0.23,0.38309358710344055,0.11893336249029107,0.22597338873155304
0.24,0.3848643432880568,0.11690641289655945,0.22212218450346294
0.25,0.38641145653329795,0.1151356567119432,0.21875774775269208
0.26,0.38776330169631457,0.11358854346670205,0.21581823258673388
0.27,0.388944623077771,0.11223669830368543,0.21324972677700232
0.28,0.3899770061268877,0.111055376922229,0.21100521615223508
0.29,0.3908792861772638,0.11002299387311232,0.2090436883589134
0.3,0.3916679030100235,0.10912071382273619,0.20732935626319876
0.31,0.3923572087229776,0.10833209698997648,0.2058309842809553
0.32,0.39295973528370315,0.10764279127702242,0.2045213034263426
0.33,0.3934864272208447,0.10704026471629685,0.20337650296096402
0.34,0.3939468441298006,0.1065135727791553,0.20237578828039504
0.35000000000000003,0.39434933701086927,0.10605315587019942,0.20150099615337888
0.36,0.3947012018994179,0.10565066298913073,0.20073625967934838
0.37,0.3950088137721223,0.10529879810058212,0.20006771639110602
0.38,0.3952777433073029,0.10499118622787768,0.19948325383296758
0.39,0.39551285872977526,0.10472225669269708,0.19897228771612444
0.4,0.3957184146723424,0.10448714127022474,0.198525568413427
0.41000000000000003,0.395898129729529,0.10428158532765758,0.1981350121225494
0.42,0.3960552541581314,0.10410187027047102,0.19779355351389494
0.43,0.3961926289883919,0.10394474584186858,0.19749501709955028
0.44,0.3963127376447032,0.10380737101160808,0.19723400492205534
0.45,0.39641775103201904,0.1036872623552968,0.1970057984750639
0.46,0.39650956692044637,0.10358224896798096,0.19680627303916381
0.47000000000000003,0.39658984435318506,0.10349043307955363,0.19663182285115188
0.48,0.39666003370979275,0.10341015564681494,0.19647929572894837
0.49,0.3967214029757653,0.10333996629020725,0.19634593595139377
0.5,0.39677506069898577,0.1032785970242347,0.19622933434604592
0.51,0.39682197605229264,0.10322493930101423,0.19612738467192703
0.52,0.39686299636803696,0.10317802394770736,0.19603824550064397
0.53,0.3968988624639911,0.10313700363196304,0.19596030690072977
0.54,0.39693022203943357,0.10310113753600891,0.1958921613184169
0.55,0.3969576413848899,0.10306977796056643,0.1958325781250762
0.56,0.3969816156181764,0.10304235861511007,0.19578048136870912
0.5700000000000001,0.3970025776324943,0.10301838438182359,0.19573493032546482
0.58,0.39702090591884376,0.1029974223675057,0.1956951024982608
0.59,0.3970369314045329,0.10297909408115624,0.19566027875419684
0.6,0.3970509434316618,0.10296306859546711,0.1956298303313875
0.61,0.3970631949838359,0.1029490565683382,0.19560320747984256
0.62,0.3970739072557134,0.10293680501616409,0.19557992953071177
0.63,0.39708327364806983,0.1029260927442866,0.19555957621414452
0.64,0.39709146326064565,0.10291672635193017,0.1955417800686673
0.65,0.3970986239459433,0.10290853673935435,0.19552621980477325
0.66,0.39710488497918706,0.10290137605405669,0.1955126145027077
0.67,0.3971103593927098,0.10289511502081294,0.1955007185395446
0.68,0.3971151460169578,0.10288964060729022,0.1954903171538514
0.6900000000000001,0.39711933126499666,0.1028848539830422,0.19548122256778017
0.7000000000000001,0.397122990692761,0.10288066873500334,0.19547327059650635
0.71,0.39712619036323754,0.10287700930723898,0.19546631768375405
0.72,0.39712898803922375,0.10287380963676246,0.19546023830984866
0.73,0.39713143422620856,0.10287101196077625,0.19545492272547485
0.74,0.39713357308420977,0.10286856577379144,0.19545027497020373
0.75,0.39713544322503774,0.10286642691579023,0.19544621114000144
0.76,0.3971370784093829,0.10286455677496226,0.1954426578724283
0.77,0.3971385081563156,0.1028629215906171,0.1954395510221725
0.78,0.3971397582762044,0.10286149184368443,0.1954368345030004
0.79,0.3971408513366764,0.1028602417237956,0.19543445927521164
0.8,0.3971418070700319,0.10285914866332357,0.19543238246031477
0.81,0.39714264272947064,0.10285819292996812,0.1954305665669394
0.8200000000000001,0.3971433734005617,0.10285735727052936,0.19542897881400578
0.8300000000000001,0.3971440122735794,0.10285662659943828,0.19542759053893272
